order,name,internal_var,namelist,group,group_cn,dtype,default,size,description,usage,condition,source,line,source_use_count,source_use_files,source_usage_summary,source_use_examples
558,is1_agg_scp,is1_agg_scp,&inputnl,Mesh,网格,integer,0,1,"0: per-rank aggregation, 1: per-plane aggregation, 2: global aggregation",托卡马克：仅 `REORDERED` 编译时注册；0 每 MPI rank、1 每环向平面、2 全局聚合。仿星器：取值相同，按所选周期域的平面组织聚合；不改变几何。,ifdef REORDERED,unstructured/input.f90,1223,2,unstructured/time_step_split.f90(1); unstructured/time_step_unsplit.f90(1),"源码引用 2 处；主要在 `time_step_split.f90` 1处, `time_step_unsplit.f90` 1处。","unstructured/time_step_split.f90:192: call create_mat(s1_mat, vecsize_vel, vecsize_vel, icomplex, 1, is1_agg_blk_cnt, is1_agg_scp)
unstructured/time_step_unsplit.f90:59: call create_mat(s1_mat, vecsize_phi, vecsize_phi, icomplex, 1, is1_agg_blk_cnt, is1_agg_scp)"
559,imulti_region,imulti_region,&inputnl,Mesh,网格,integer,0,1,1 = Mesh has multiple physical regions,托卡马克：0 时全部单元自动视为 plasma；1 时必须用 `boundary_type/zone_type` 明确等离子体、真空和导体区，适合第一壁/电阻壁计算。仿星器：语法相同，但标签只分类逻辑 mesh 的既有单元，程序不会根据 VMEC LCFS 或外场自动判定区域；必须先保证映射后的物理位置合理。,,unstructured/input.f90,1226,50,unstructured/metricterms_new_gpu.f90(39); unstructured/scorec_mesh.f90(5); unstructured/adapt.f90(1); unstructured/diagnostics.f90(1); unstructured/gradshafranov.f90(1); unstructured/init_eqdsk.f90(1); unstructured/input.f90(1); unstructured/output.f90(1),"源码引用 50 处；主要在 `metricterms_new_gpu.f90` 39处, `scorec_mesh.f90` 5处, `adapt.f90` 1处, `diagnostics.f90` 1处。","unstructured/adapt.f90:153: if(imulti_region.eq.1) then
unstructured/diagnostics.f90:841: if(imulti_region.eq.1 .and. izone.eq.ZONE_CONDUCTOR) then
unstructured/gradshafranov.f90:1137: if(imulti_region.eq.1) then
unstructured/init_eqdsk.f90:80: if(iread_eqdsk.eq.3 .or. idevice.eq.-1 .or. imulti_region.eq.1) then
unstructured/input.f90:1584: if(imulti_region.eq.1) then
unstructured/metricterms_new_gpu.f90:8646: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8675: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8704: if(inocurrent_pol.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8738: if(inocurrent_tor.eq.1 .and. imulti_region.eq.0) then
unstructured/metricterms_new_gpu.f90:8768: if(inocurrent_tor.eq.1 .and. imulti_region.eq.0) then"
560,toroidal_pack_factor,toroidal_pack_factor,&inputnl,Mesh,网格,real,1.,1,ratio of longest to shortest toroidal element,托卡马克：3D 且 `iread_planes=0` 时，>1 在 `toroidal_pack_angle` 附近加密环向平面；1 均匀。仿星器：作用相同，但需在所选周期域内兼顾 VMEC/外场模数解析；不改变二维截面网格。,,unstructured/input.f90,1228,2,unstructured/scorec_mesh.f90(2),源码引用 2 处；主要在 `scorec_mesh.f90` 2处。,"unstructured/scorec_mesh.f90:163: if(toroidal_pack_factor.gt.1. .and. i.gt.0) then
unstructured/scorec_mesh.f90:164: beta = 2.*sqrt(alog(toroidal_pack_factor))"
561,toroidal_pack_angle,toroidal_pack_angle,&inputnl,Mesh,网格,real,0.,1,toroidal angle of maximum mesh packing,托卡马克：`toroidal_pack_factor>1` 且未读 `plane_positions` 时的最大环向加密角，必须位于托卡马克计算域内。仿星器：定义相同，但角度必须位于当前完整环面或场周期扇区内。,,unstructured/input.f90,1230,1,unstructured/scorec_mesh.f90(1),源码引用 1 处；主要在 `scorec_mesh.f90` 1处。,unstructured/scorec_mesh.f90:165: angle = toroidal_pack_angle + &
562,boundary_type,boundary_type,&inputnl,Mesh,网格,integer array,0,1000,Type of each mesh boundary.,托卡马克：`imulti_region=1` 时按几何边编号标记 1=第一壁、2=计算域外边界；它决定边界条件作用位置。仿星器：取值相同，但标记的是逻辑模型边，映射后才成为物理边界；不会自动等于 VMEC LCFS。 数组参数在 C1input 中使用 Fortran 一基索引，例如 `name(1)=...`；未赋值元素保持默认值。,,unstructured/input.f90,1232,20,unstructured/scorec_mesh.f90(17); unstructured/output.f90(3),"源码引用 20 处；主要在 `scorec_mesh.f90` 17处, `output.f90` 3处。","unstructured/output.f90:853: if(is_edge(1).ne.0) bound = bound + 1. + boundary_type(is_edge(1))*2**3
unstructured/output.f90:854: if(is_edge(2).ne.0) bound = bound + 2. + boundary_type(is_edge(2))*2**7
unstructured/output.f90:855: if(is_edge(3).ne.0) bound = bound + 4. + boundary_type(is_edge(3))*2**11
unstructured/scorec_mesh.f90:93: boundary_type(1) = BOUND_ANY
unstructured/scorec_mesh.f90:214: boundary_type(:) = BOUND_UNKNOWN
unstructured/scorec_mesh.f90:231: boundary_type(edges(j)) = BOUND_FIRSTWALL
unstructured/scorec_mesh.f90:249: boundary_type(edges(j)) = BOUND_DOMAIN
unstructured/scorec_mesh.f90:256: if(boundary_type(1).eq.BOUND_UNKNOWN) then
unstructured/scorec_mesh.f90:258: print *, 'Error: boundary_type(1) is not set'
unstructured/scorec_mesh.f90:261: if(.not.any(boundary_type(:).eq.BOUND_DOMAIN) .and. &"
563,zone_type,zone_type,&inputnl,Mesh,网格,integer array,0,100,Type of each mesh boundary.,托卡马克：`imulti_region=1` 时按 zone 编号标记 1=plasma、2=conductor、3=vacuum。仿星器：取值相同，但必须由用户确认逻辑 zone 经 VMEC/bloat 映射后确实落在相应物理区域；程序只检查标签是否存在，不检查与平衡的一致性。 数组参数在 C1input 中使用 Fortran 一基索引，例如 `name(1)=...`；未赋值元素保持默认值。,,unstructured/input.f90,1234,15,unstructured/scorec_mesh.f90(9); unstructured/diagnostics.f90(4); unstructured/transport.f90(2),"源码引用 15 处；主要在 `scorec_mesh.f90` 9处, `diagnostics.f90` 4处, `transport.f90` 2处。","unstructured/diagnostics.f90:824: izone = zone_type(izone_ind)
unstructured/diagnostics.f90:1227: izone = zone_type(izone_ind)
unstructured/diagnostics.f90:2628: izone = zone_type(izone_ind)
unstructured/diagnostics.f90:2996: izone = zone_type(izone_ind)
unstructured/scorec_mesh.f90:95: zone_type(1) = ZONE_PLASMA
unstructured/scorec_mesh.f90:267: if(zone_type(1).eq.ZONE_UNKNOWN) then
unstructured/scorec_mesh.f90:269: print *, 'Error: zone_type(1) is not set'
unstructured/scorec_mesh.f90:276: print *, 'ERROR: Default boundary_type and zone_type are no longer assigned'
unstructured/scorec_mesh.f90:284: print *, 'zone_type(i) = '
unstructured/scorec_mesh.f90:298: print *, ' zone_type(1) = 1 ! Plasma'"
4,iread_eqdsk,iread_eqdsk,&inputnl,Input,输入文件/剖面读入,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,托卡马克：轴对称 g-file 平衡入口。1 直接投影 `geqdsk`；2 读入 gfile 后在 GS 中改用默认压力/F；3 不使用 `psirz`，只取磁轴、电流和剖面重新求解 GS。仿星器：必须为 0，否则会在 `itaylor=40/41` 之前抢占初始化入口。,,unstructured/input.f90,225,10,unstructured/init_eqdsk.f90(6); unstructured/gradshafranov.f90(2); unstructured/init_conds.f90(1); unstructured/input.f90(1),"源码引用 10 处；主要在 `init_eqdsk.f90` 6处, `gradshafranov.f90` 2处, `init_conds.f90` 1处, `input.f90` 1处。","unstructured/gradshafranov.f90:1166: if(iread_eqdsk .eq. 1) psilim = psibound
unstructured/gradshafranov.f90:1274: if(iread_eqdsk.ne.1 .or. itnum.gt.1) then
unstructured/init_conds.f90:535: if(iread_eqdsk.ge.1) then
unstructured/init_eqdsk.f90:33: if(myrank.eq.0 .and. iprint.gt.0) print *, ""before load_eqdsk"", iread_eqdsk
unstructured/init_eqdsk.f90:77: if(iread_eqdsk.eq.3 .and. ifixedb.eq.0) then
unstructured/init_eqdsk.f90:80: if(iread_eqdsk.eq.3 .or. idevice.eq.-1 .or. imulti_region.eq.1) then
unstructured/init_eqdsk.f90:86: if(iread_eqdsk.eq.3) then
unstructured/init_eqdsk.f90:179: if(iread_eqdsk.eq.2) then
unstructured/init_eqdsk.f90:236: if(iread_eqdsk.eq.1 .or. iread_eqdsk.eq.2) then
unstructured/input.f90:1577: if(iread_eqdsk.ne.0 .and. igs_extend_p.eq.0 .and. irot.le.0) then"
5,iread_dskbal,iread_dskbal,&inputnl,Input,输入文件/剖面读入,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,托卡马克：旧 BAL 平衡入口。1 使用文件 psi、F、FF′、ne 并由 ne(Te+Ti) 计算压力；2 压力/F 改用默认剖面；两者都调用 GS。仿星器：必须为 0，否则屏蔽 VMEC/外场初始化。,,unstructured/input.f90,226,2,unstructured/init_conds.f90(1); unstructured/init_dskbal.f90(1),"源码引用 2 处；主要在 `init_conds.f90` 1处, `init_dskbal.f90` 1处。","unstructured/init_conds.f90:537: else if(iread_dskbal.ge.1) then
unstructured/init_dskbal.f90:60: if(iread_dskbal.eq.2) then"
6,iread_jsolver,iread_jsolver,&inputnl,Input,输入文件/剖面读入,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,托卡马克：旧 Jsolver 平衡入口，读取 `fixed`；`igs>0` 时 1 使用文件 p/F、2 改用默认 p/F，`igs=0` 时直接投影。仿星器：必须为 0，否则屏蔽 VMEC/外场初始化。,,unstructured/input.f90,227,2,unstructured/init_conds.f90(1); unstructured/init_jsolver.f90(1),"源码引用 2 处；主要在 `init_conds.f90` 1处, `init_jsolver.f90` 1处。","unstructured/init_conds.f90:539: else if(iread_jsolver.ge.1) then
unstructured/init_jsolver.f90:77: if(iread_jsolver.eq.2) then"
7,iread_omega,iread_omega,&inputnl,Input,输入文件/剖面读入,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,托卡马克：仅 GS 且 `irot!=0` 时读取，模式 1/2/3/4/5/20 分别对应 `profile_omega`、`dtrot.xy`、`profile_vphi`、rho 文件、带表头文件和 `iterdb`，之后乘 `vscale`。仿星器：VMEC 与 `itaylor=41` 路径均不读取。 源码用法：`iread_omega_e` 与 `iread_omega_ExB` 会在校验阶段映射到同一个内部选择量；`irot=0` 时不会读取文件。 运行时默认：`iread_omega_e` 或 `iread_omega_ExB` 非零时会写入同一个内部 `iread_omega`，且与已有 `iread_omega` 互斥。,,unstructured/input.f90,228,10,unstructured/input.f90(6); unstructured/gradshafranov.f90(2); unstructured/init_cyl.f90(2),"源码引用 10 处；主要在 `input.f90` 6处, `gradshafranov.f90` 2处, `init_cyl.f90` 2处。","unstructured/gradshafranov.f90:472: if(iread_te.eq.20 .or. iread_ne.eq.20 .or. iread_omega.eq.20) then
unstructured/gradshafranov.f90:857: select case(iread_omega)
unstructured/init_cyl.f90:110: if(iread_omega.eq.1) then
unstructured/init_cyl.f90:229: if(iread_omega.eq.0) then
unstructured/input.f90:230: ""Read electron rotation (same options as iread_omega)"", input_grp)
unstructured/input.f90:232: ""Read ExB rotation (same options as iread_omega)"", input_grp)
unstructured/input.f90:1615: if(iread_omega .ne. 0) then
unstructured/input.f90:1619: iread_omega = iread_omega_e
unstructured/input.f90:1622: if(iread_omega .ne. 0) then
unstructured/input.f90:1626: iread_omega = iread_omega_ExB"
8,iread_omega_e,iread_omega_e,&inputnl,Input,输入文件/剖面读入,integer,0,1,Read electron rotation (same options as iread_omega),托卡马克：文件模式同 `iread_omega`，随后扣除完整抗磁项换算为离子角频率。仿星器：不读取。与 `iread_omega`、`iread_omega_ExB` 严格互斥。,,unstructured/input.f90,229,4,unstructured/gradshafranov.f90(2); unstructured/input.f90(2),"源码引用 4 处；主要在 `gradshafranov.f90` 2处, `input.f90` 2处。","unstructured/gradshafranov.f90:962: if((iread_omega_e.ne.0 .or. iread_omega_ExB.ne.0) .and. db.ne.0.) then
unstructured/gradshafranov.f90:980: if(iread_omega_e.ne.0) then
unstructured/input.f90:1614: if(iread_omega_e .ne. 0) then
unstructured/input.f90:1619: iread_omega = iread_omega_e"
9,iread_omega_ExB,iread_omega_ExB,&inputnl,Input,输入文件/剖面读入,integer,0,1,Read ExB rotation (same options as iread_omega),托卡马克：文件模式同 `iread_omega`，随后扣除离子抗磁项换算为离子角频率。仿星器：不读取。与 `iread_omega`、`iread_omega_e` 严格互斥。,,unstructured/input.f90,231,4,unstructured/gradshafranov.f90(2); unstructured/input.f90(2),"源码引用 4 处；主要在 `gradshafranov.f90` 2处, `input.f90` 2处。","unstructured/gradshafranov.f90:962: if((iread_omega_e.ne.0 .or. iread_omega_ExB.ne.0) .and. db.ne.0.) then
unstructured/gradshafranov.f90:985: else if(iread_omega_ExB.ne.0) then
unstructured/input.f90:1621: if(iread_omega_ExB .ne. 0) then
unstructured/input.f90:1626: iread_omega = iread_omega_ExB"
10,iread_ne,iread_ne,&inputnl,Input,输入文件/剖面读入,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,托卡马克：GS 使用 1/2/4/10/20 读取 psi、rho、Corsica 或 iterdb 密度。仿星器：固定边界 VMEC 用 21 读取 `n_profile(s)`；21 不用于 `itaylor=41`，该路径可用 22 的 `n_profile(s)` 或 23 的 `n_profile_vs_p` 在平衡后重写密度。两种装置中 `den_edge>0` 均与非零值冲突。 源码用法：GS 路径的 1/2/4/10/20 建立磁通函数；VMEC/ST 的 21/22/23 分别在 VMEC 投影中或后续 `den_eq` 中写入密度。,,unstructured/input.f90,233,18,unstructured/init_common.f90(6); unstructured/init_vmec.f90(5); unstructured/gradshafranov.f90(3); unstructured/init_cyl.f90(2); unstructured/input.f90(2),"源码引用 18 处；主要在 `init_common.f90` 6处, `init_vmec.f90` 5处, `gradshafranov.f90` 3处, `init_cyl.f90` 2处。","unstructured/gradshafranov.f90:472: if(iread_te.eq.20 .or. iread_ne.eq.20 .or. iread_omega.eq.20) then
unstructured/gradshafranov.f90:713: if(iread_ne.ne.0) then
unstructured/gradshafranov.f90:732: select case(iread_ne)
unstructured/init_common.f90:260: .and. .not.(iread_ne.eq.22).and. .not.(iread_ne.eq.23)) return
unstructured/init_common.f90:271: if (iread_ne .eq. 22) then
unstructured/init_common.f90:283: if (iread_ne .eq. 23) then
unstructured/init_common.f90:304: if(iread_ne.eq.0) then
unstructured/init_common.f90:344: elseif(iread_ne .eq. 22) then
unstructured/init_common.f90:353: elseif(iread_ne .eq. 23) then
unstructured/init_cyl.f90:130: if(iread_ne.eq.1) then"
11,iread_te,iread_te,&inputnl,Input,输入文件/剖面读入,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,托卡马克：GS 使用 1/2/4/10/20 读取不同坐标和单位的 Te。仿星器：仅固定边界 VMEC 的 21 读取 `te_profile(s)`；自由边界路径不读取。两种装置中 `tedge>0` 均与非零值冲突。 源码用法：GS 路径的 1/2/4/10/20 分别采用 psi、rho、Corsica 或 iterdb 坐标；VMEC 的 21 采用逻辑 `s=rho^2`。,,unstructured/input.f90,234,11,unstructured/init_vmec.f90(5); unstructured/gradshafranov.f90(2); unstructured/init_cyl.f90(2); unstructured/input.f90(2),"源码引用 11 处；主要在 `init_vmec.f90` 5处, `gradshafranov.f90` 2处, `init_cyl.f90` 2处, `input.f90` 2处。","unstructured/gradshafranov.f90:472: if(iread_te.eq.20 .or. iread_ne.eq.20 .or. iread_omega.eq.20) then
unstructured/gradshafranov.f90:561: select case(iread_te)
unstructured/init_cyl.f90:148: if(iread_te.eq.1) then
unstructured/init_cyl.f90:244: else if(iread_te.eq.1) then
unstructured/init_vmec.f90:75: if(iread_te.eq.21) then
unstructured/init_vmec.f90:177: if(iread_te.eq.21) then
unstructured/init_vmec.f90:208: if(iread_te.eq.21) then
unstructured/init_vmec.f90:246: if(iread_te.eq.21) then
unstructured/init_vmec.f90:330: else if(iread_te.eq.21) then
unstructured/input.f90:1701: if(iread_te.ne.0) then"
12,iread_p,iread_p,&inputnl,Input,输入文件/剖面读入,integer,0,1,源码 `add_var_*` 注册说明为空；请结合所在逻辑组和下方源码使用位置判断。,"托卡马克：GS 中 1 读取 `profile_p(psi_N,p)`，替换 gfile/旧平衡或默认压力剖面。仿星器：固定边界 VMEC 中 21 读取 `p_profile(s,p)` 并替换 wout 的 `presf` 压力场，但不改变几何和磁场；自由边界路径不读取。 源码用法：GS 外部压力剖面会替换 gfile/dskbal/jsolver 或默认剖面；VMEC 外部压力只替换压力场，不改变 wout 的几何和磁场。",,unstructured/input.f90,235,11,unstructured/init_vmec.f90(7); unstructured/init_cyl.f90(3); unstructured/gradshafranov.f90(1),"源码引用 11 处；主要在 `init_vmec.f90` 7处, `init_cyl.f90` 3处, `gradshafranov.f90` 1处。","unstructured/gradshafranov.f90:397: select case(iread_p)
unstructured/init_cyl.f90:72: if(iread_p.eq.1) then
unstructured/init_cyl.f90:209: if(iread_p.eq.0) then
unstructured/init_cyl.f90:247: if(iread_p.eq.1) then
unstructured/init_vmec.f90:87: if(iread_p.eq.21) then
unstructured/init_vmec.f90:162: if(iread_p.eq.21) then
unstructured/init_vmec.f90:191: if(iread_p.eq.21) then
unstructured/init_vmec.f90:217: if(iread_p.eq.21) then
unstructured/init_vmec.f90:250: if(iread_p.eq.21) then
unstructured/init_vmec.f90:320: if(iread_p.eq.21) then"
13,iread_f,iread_f,&inputnl,Input,输入文件/剖面读入,integer,0,1,Read profile_f file containing F=R*B_phi vs Psi_N for GS solve,"托卡马克：GS 中 1 读取 `profile_f(psi_N,F)`，其中 F 满足 \(F=R B_\phi\)；该文件替换 F，并按最外点重设 `bzero`。仿星器：不读取，VMEC 磁场仍来自 wout，`itaylor=41` 磁场来自外场文件。",,unstructured/input.f90,236,3,unstructured/init_cyl.f90(2); unstructured/gradshafranov.f90(1),"源码引用 3 处；主要在 `init_cyl.f90` 2处, `gradshafranov.f90` 1处。","unstructured/gradshafranov.f90:429: select case(iread_f)
unstructured/init_cyl.f90:91: if(iread_f.eq.1) then
unstructured/init_cyl.f90:219: if(iread_f.eq.0) then"
14,iread_j,iread_j,&inputnl,Input,输入文件/剖面读入,integer,0,1,Read profile_j file containing toroidal J_phi(r) (basicj equilibrium only),"托卡马克：常规轴对称 GS 不使用；仅非托卡马克圆柱测试路径 `itor=0,itaylor=33` 读取 `profile_j(r,J_phi)`。仿星器：不使用。",,unstructured/input.f90,239,2,unstructured/init_cyl.f90(2),源码引用 2 处；主要在 `init_cyl.f90` 2处。,"unstructured/init_cyl.f90:54: if(iread_j.eq.1) then
unstructured/init_cyl.f90:198: if(iread_j.eq.0) then"
